labels	text	cls
O O O O	what food is good	True
O O O O O O O O B_food_type L_food_type	i would like instructions on how to cook baked chicken	False
O O O O O U_food_type	tell me how to cook meatballs	False
O O O O O B_food_type L_food_type	give me some recipes for sheperds pie	False
O B_food_type L_food_type O O O	is soft cheese better than hard	False
O O O O U_food_type	how do i cook meatballs	False
O O O O O O O O O	how do i prepare all my food for cooking	True
O O O O O U_food_type	what s needed to make pizza	False
O O O O O U_food_type	get recipe for making a hotdog	False
O O O O O O B_food_type L_food_type	can I get the recipe for chocolate brownies	False
O O O	recipe for meal	True
O O O O O O O O O O U_media_type O O U_food_type O	annie could you please search the internet and play the videos for cooking italian food	False
O O O O O B_food_type L_food_type	what 's the recipe for fish soup	False
O O O O O O B_food_type L_food_type	i would like the recipe for baked chicken	False
O O U_food_type	recipe for crabmeat	False
O O	cooking recipe	True
O O O U_food_type	how to make sausage	False
O O O O B_drink_type L_drink_type	find easy recipe for almond milk	False
O O O O U_ingredient O	what can i substitute butter with	False
O O	recipe please	True
O O O O O O O O	are there any cooking classes nearby my area	True
O O O O O O O O	use google to show me how to cook	True
O O O U_cooking_type U_ingredient	how do i steam rice	False
O O O	give me recipes	True
O	boiled	True
O O O O O U_food_type	find me a recipe of spaghetti	False
O O O U_cooking_type U_food_type	how do i cook rice	False
O O O O B_food_type L_food_type O O	how do i make tuna casserole from scratch	False
O O O O O O O	show me how to cook a recipe	True
O O O O O	give me best cooking ideas	True
O O O O O B_food_type L_food_type	how long do i roast chicken breasts	False
O O O O O U_food_type	give me a recipe for lasagne	False
O O O O U_food_type O	search for the best spagetti recipe	False
O O O O O O O O B_food_type L_food_type O O O	i want to know the procedure of making thanksgiving turkey in five sentences	False
O O O O O B_food_type L_food_type	tell me how to make garlic bread	False
O O O B_food_type L_food_type	how to make fried rice	False
O O O O O O	show me tutorials on cooking food	True
O O O O U_food_type O U_app_name O	find the recipe for sambar in cookingforu application	False
O O O O O O O O O O U_food_type O	what is the temperature i am supposed to cook this lasagna at	False
O O O U_food_type O	show me a spaghetti recipe	False
O O O O O O U_food_type	how much is one serving of broccoli	False
O O O U_food_type O	what is a cookie recipe	False
O O O U_ingredient O U_food_type	do we add rosemary in pasta	False
O O O O O O B_food_type I_food_type L_food_type O	how many cups of sugar in texas sheet cake frosting	False
O O O O	show me cooking websites	True
O O O O O O O O O	tell me the best recipes for a given dish	True
O O O O O B_ingredient L_ingredient O U_ingredient	find a recipe that uses ground beef and zucchini	False
O O O O O O O B_food_type I_food_type L_food_type	can you tell me how to cook chocolate chip cookies	False
O O O O O O O O O	what 's an easy recipe to cook for food	True
O O O O O U_food_type O	how long should i simmer rice for	False
O O O O O O O U_food_type	what is the best tasting cut of beef	False
O	recipes	True
O O O O	access recipe book please	True
O O O O O O O U_food_type	how do you make sunny side up eggs	False
O O O O U_food_type	how do i make cookies	False
O O O O O U_food_type	tell me how to make tacos	False
O O O U_food_type	what goes with risotto	False
O O O O O U_food_type	show me the recipe for cookies	False
O O O U_cooking_type O U_food_type	how do i cook a pasta	False
O O O B_ingredient I_ingredient L_ingredient	what is an alternative to flour	False
U_cooking_type	evaporated	False
O O O U_ingredient	cook me some oats	False
O O O O O B_food_type I_food_type L_food_type	find me a recipe for chicken noodle soup	False
O O O O O O B_food_type L_food_type	what do i need to make pot roast	False
O O O O U_food_type	how do i make meatloaf	False
O O O O O U_food_type	please find the recipe for meatballs	False
O O O O O O U_food_type	find me the recipe for a cake	False
O O O O U_food_type	i need help making pancakes	False
O O O B_food_type L_food_type	how to cook spaghetti squash	False
O O U_food_type O O O O O O O	how much meat should i buy to serve ten people	False
O O O	what is recipe	True
O O O O O	what are the ingredients necessary	True
O O O O O O U_food_type	what do you use to make cookies	False
O O O O O U_food_type	show me how to cook lasagna	False
O O O O U_food_type	how can we prepare biriyani	False
O O O O U_food_type	how can a cook risotto	False
O O O O O O O	how many millilitres is two table spoons	True
B_food_type L_food_type	healthy foods	False
O O O O O B_food_type I_food_type L_food_type	i need the recipe for hot cross buns	False
O O O O O O U_food_type	what is the best recipe for tacos	False
O B_food_type L_food_type O O	best energy food for gym	False
O O O U_food_type	how to cook crabs	False
O O O O O B_food_type I_food_type L_food_type	what are the ingredients in macaroni and cheese	False
O O O O B_food_type L_food_type	find easy recipe for corn bread	False
O O U_food_type O O O O O O	what the sexiest food to cook on a date	False
O O O B_food_type L_food_type	crockpot recipe for chicken alfredo	False
O O O O O O O	how many teaspoons are in a cup	True
O O B_food_type L_food_type O	search for gluten free menus	False
O O U_food_type O O O O O U_food_type O	how many eggs should i put in my cake mixture	False
O O O U_cooking_type O U_ingredient O O O	how do you zest a lime without a zester	False
O O	good food	True
O O O O O	please look up best recipes	True
O O B_food_type L_food_type	find recipe chicken casserole	False
O O O O O O O O O U_food_type	what type of cheese do i need for my enchiladas	False
O O O O O O O O	recipes that can be cooked in an hour	True
O O O O O B_food_type L_food_type	what are the steps for biriyani meal	False
O O O O O O O O U_food_type O O U_device_type	i want to know how to make a chicken in the oven	False
O O O O U_food_type	how can i cook pizza	False
O O O O O O U_food_type	do you know how to cook risotto	False
O O O O B_food_type L_food_type	find a recipe for homemade bread	False
O O O O O O	how do i deglaze a pan	True
O O O O O O O B_ingredient L_ingredient	what ingredient can be used to replace white wine	False
O O O O O O O U_food_type	give me instructions on how to cook chicken	False
O O O O O O B_food_type L_food_type	how do you pan sear a porterhouse steak	False
O O O O O B_food_type L_food_type	bring up a recipe for turkey meatballs	False
O B_food_type L_food_type O	Show chicken tikka recipe	False
O O O O O O O O O O U_food_type	how many calories are in a one divided by of peanuts	False
O O O O O O O O	what is the difference between bake and broil	True
O O O O O O O B_food_type L_food_type	find the correct temperature for frying a whole turkey	False
O O O O O B_food_type I_food_type L_food_type	how do i cook a medium rare steak	False
O O O O O O O B_food_type L_food_type	i want to see the recipe of veg biryani	False
O O O O O U_food_type	how do i bake a potato	False
O O O U_media_type O O B_food_type L_food_type	show me a video on cooking fried chicken	False
O O O O B_food_type L_food_type	find a recipe for chicken alfredo	False
O O O O O U_food_type	show the method to prepare icecream	False
O O	quick meals	True
O O O O O O O O O O U_list_name O	i need a recipe that is from ingredients on my shopping list	False
O O O O O	instructions to make a meal	True
O O O O O O U_food_type O O O	how long should i cook a steak to be medium	False
O O O O O B_food_type L_food_type	what is the recipe for apple pie	False
O O O O O	how to cook this food	True
O O O B_food_type L_food_type	get recipe for apple pie	False
O O O O O O O U_food_type	let me know the recipe for preparing pasta	False
O O O O O U_food_type	i need a recipe for spaghetti	False
O O O O O B_food_type L_food_type	what 's the recipe for fried chicken	False
O O O O O O O O B_food_type L_food_type	find the right amount of cinnamon for the garam masala	False
U_cooking_type	freezing	False
O O O O O	how do i make meal	True
O O O O O O B_food_type L_food_type	tell me the recipe to cook pav bhaji	False
O O O O B_food_type L_food_type	can you prepare a cheese sandwich	False
O O O O U_cooking_type O U_ingredient	what temperature do you bake a potato	False
O O O O O O O U_food_type	what 's the best way to cook pasta	False
O O O B_food_type L_food_type	how to make chicken tikka	False
O O O O O O B_food_type L_food_type	what do i need to make lamb pathia	False
O O O O O O B_food_type L_food_type	what is the cooking time for mashed potatoes	False
O O O O O O	show me what the ingredients are	True
O O O U_food_type	how to make cheesecake	False
O O O O U_food_type O O O O	i want to cook italian dishes show me some	False
O O O O U_food_type	how do you make cookies	False
O O O O O O O O	how long do i chill an icebo pie	True
O O O O O B_ingredient L_ingredient	tell me the recipe for yellow rice	False
O O O O O B_food_type L_food_type	show me the recipe of tandoori chicken	False
O O O O O U_meal_type	what should i make for dinner	False
O O O O U_food_type	how do you make pasta	False
O O O B_food_type I_food_type L_food_type O	can you eat sweet potato greens raw	False
O O O U_food_type O	please explain the rice recipe	False
O O O O O U_food_type	how do i cook a meatloaf	False
O O O O B_food_type I_food_type I_food_type L_food_type O O O	i want to cook pasta in american style show me how	False
O O O O O O O O B_food_type I_food_type L_food_type	can you give me a recipe for homemade chicken noodle soup	False
O O O O U_ingredient O O U_cooking_type B_food_type L_food_type	what temperature should the oil be for frying french fries	False
O O O O O O O O O O	what conducts heat better copper bottomed pots or cast iron	True
O O O O B_food_type L_food_type	how do i make mashed potatoes	False
O O O O U_cooking_type U_food_type	tell me how to cook pasta	False
O O O O O O B_food_type L_food_type	what ingredients do i need for tomato soup	False
O O B_drink_type L_drink_type O O	what does rice wine go with	False
O O O O O O O B_food_type I_food_type L_food_type	what is the best way to cook pasta al dente	False
O O O O O O U_food_type	at what temperature should i bake cookies	False
O O O O O B_food_type L_food_type	tell me the recipe for mashed potatoes	False
O O O O B_ingredient L_ingredient O	what is a good vegan egg substitute	False
O O U_food_type	show me pancakes	False
O O O O O O O U_food_type	can you pull up a recipe for spaghetti	False
O O O O O B_food_type L_food_type	how do i braise a pork loin	False
O O O O O O O U_food_type	what is a good way to make steak	False
O O O O O O O	please search for beginners guide to cooking	True
O O O O O B_food_type L_food_type	find me a recipe for carrot soup	False
O O U_food_type	recipe for spaghetti	False
O O O O O U_food_type O	how long should i cook chicken for	False
O O O O O O B_food_type L_food_type	what is the cooking time for boiled eggs	False
O O O O O O O O U_food_type O O O O O	how long do i need to cook a brisket for it to be medium	False
O O O O U_cooking_type O U_food_type O O O	how long should i cook a hamburger on each side	False
O O O O B_food_type L_food_type O	what temperature should a baked chicken be	False
O O O O U_food_type	what is in a curry	False
O O	latest updates	True
O O O O B_date L_date O O	hey olly tell my today 's top news	False
O O O O U_news_topic O	is there any new environmental news	False
U_media_type	hackernews	False
O O O O O U_person	look up news articles about trump	False
O O O U_place_name	headline news for texas	False
O O O B_news_topic I_news_topic I_news_topic I_news_topic I_news_topic L_news_topic	give me the winning numbers to the powerball lottery	False
B_news_topic I_news_topic I_news_topic I_news_topic I_news_topic I_news_topic I_news_topic L_news_topic	dea guam prescription drug abuse on the rise	False
O O O O O O U_media_type	what is the latest news from cbs	False
O O O O O O U_place_name	what 's going on at the capitol	False
O O O O O O O O O	please find me the pe most recent news on	True
O O O O O U_date	what is new news for today	False
O O O O O O O U_media_type	what are the most recent headlines on cnn	False
O O O U_date O U_news_topic	is anything different today about blank	False
O O O U_date	what 's happening today	False
O O O O O O U_news_topic	search for the latest news about iphone	False
O O O O U_news_topic U_date O O O O U_person O O	what is new in politics today can you filter out trump news though	False
O O O O O O U_date	what went on in the world today	False
O O O O O U_place_name	how are things in the world	False
O O B_news_topic I_news_topic I_news_topic I_news_topic L_news_topic	how is president 's trump office proceeding	False
O O B_media_type L_media_type	show me rediff masala	False
O O O O O U_news_topic O	keep me updated on the election results	False
O O B_date L_date O	what are today 's headlines	False
O O U_media_type O	breaking news fox news	False
O O O O U_date	what is the news today	False
O O O O O O O O B_news_topic L_news_topic	what does the analysts say about the new immigration policies	False
O O O	check the news	True
O O O O O O U_news_topic	please let me know about topic elections	False
O O O O U_media_type	show current news from bbc	False
O O O O O O O O	tell me the top stories in the news	True
O O O B_news_topic L_news_topic	open news about bp oil	False
O O B_news_topic L_news_topic	get me match highlights	False
O O U_news_topic	what is trending	False
O O O O O O O U_news_topic	let me know when you hear about france	False
O O O O O B_news_topic L_news_topic	give me the latest on paul ryan	False
O O O O O B_news_topic L_news_topic	have there been updates on abortion law	False
O O O B_media_type L_media_type O O	what is the bbc 's latest news	False
O O O O O O U_media_type	check for recent news stories on msnbc	False
O O O O O O O O O O	what is latest on the recent events happening right now	True
B_news_topic I_news_topic I_news_topic I_news_topic I_news_topic I_news_topic I_news_topic L_news_topic	people canceling iowa vacations over congressman 's words	False
O O	top news	True
O O O O U_news_topic U_date	what is happening with brexit today	False
O O O O U_place_name O U_date	what 's happening in world news today	False
O O O O B_news_topic I_news_topic L_news_topic O O O	what and how is india 's economy at the moment	False
O O O O B_news_topic L_news_topic	keep me informed about bitcoin price	False
O O B_date L_date	what happened last week	False
O O O O O B_news_topic L_news_topic O U_place_name	what is the news about terrorist attack in afghanistan	False
O O O O O O B_media_type L_media_type	what news updates are there from news express	False
O O O O U_media_type O U_date	what 's happening on bbc news today	False
O O O O O U_news_topic O	let me know the latest weather news	False
O O O O O	what are the news notification	True
O O O O B_news_topic L_news_topic	find me news about trumps speech	False
U_media_type O	cnn headlines	False
O O O O O O B_news_topic I_news_topic I_news_topic L_news_topic	tell me about current status of sunderland vs liverpool match	False
O O O O O O	what 's happening in the news	True
O O O O O U_news_topic O U_place_name	get latest news report on kidnapping in ny	False
O O O O O O U_news_topic O	can you give me the latest sports news	False
O U_media_type O	open cnn app	False
O O O O O U_place_name O	what is happening in the world news	False
O O O	what is new	True
O O O O B_news_topic L_news_topic	has anything happened to mass effect	False
O O O O O U_news_topic O B_place_name L_place_name	tell me the news about jallikattu in tamil nadu	False
O O O O O O O U_news_topic	please tell me the latest news about politics	False
O O O O O B_news_topic I_news_topic L_news_topic	what 's the latest on the travel ban	False
O O O B_media_type L_media_type	set notification from world news	False
O O O O O O B_news_topic L_news_topic O B_place_name L_place_name	i want to know the latest local news of the city	False
O O O O O U_news_topic O	tell me about the latest sports news	False
O O O O B_news_topic L_news_topic	get news about new foreign policy	False
O O B_media_type L_media_type O	open the local news app	False
O O O O O O U_place_name	what is latest news about this world	False
O O O O B_news_topic L_news_topic	tell me about the presidential race	False
O O O O O O O	what 's happened in the news recently	True
O O O O O O B_person L_person	what 's the latest news on donald trump	False
O O O O O O O O B_news_topic L_news_topic O O U_place_name	please tell me the latest news about the election scenario in our state	False
O O O O	what s the latest	True
O O O O O O U_media_type	what are the top stories on cnn	False
O O U_place_name O	give me international news	False
O O O O O O U_news_topic	what is the latest news on sprint	False
O O O O O B_person L_person O O O	what are they saying about donald trump on this topic	False
B_media_type L_media_type O	usa today headlines	False
O O O O O O O U_media_type	read me the most updated news on bbc	False
O O O O O O O O B_media_type L_media_type	i would like to know the latest from nbc news	False
O O B_date I_date L_date O O B_news_topic L_news_topic O O U_place_name O	find the this week 's news about emigration legislation in the us please	False
U_news_topic O O O O O O	political news of importance for the day	False
O O U_date O B_news_topic L_news_topic	what happened yesterday on samurai jack	False
O O O O O O B_news_topic L_news_topic	what 's the latest news about us election	False
O O O B_news_topic I_news_topic L_news_topic	latest updates on syrian civil war	False
O O B_news_topic L_news_topic O	i need sport 's news	False
O O O O O O U_place_name	get me the latest news of world	False
O O O O O U_place_name U_date	what is happening in the world today	False
O O O O O O O U_news_topic O	keep me up to date on the election news	False
O O O	access latest news	True
O O O O U_date O O B_news_topic L_news_topic	which teams are playing today in the premier league	False
O O O O O O O O O	let me know if anything happens on that subject	True
O O O O O U_place_name O O	what is happening in the world right now	False
O O O O U_news_topic	show latest news about migration	False
O O O	the current news	True
O O O O B_news_topic I_news_topic I_news_topic L_news_topic	Show me articles about the new iphone eight	False
O O O O O	please tell me the news	True
O O O O O B_media_type L_media_type	give me the headlines from sky news	False
O O O O O O U_person	is there any new news on trump	False
O O O O O	give me the latest updates	True
O O O U_media_type O O O O O O	pull up my cnn app and read it to me	False
O O O O O O O	can you tell me a latest news	True
O O O O	google search the topic	True
O O O O O O O O O O B_news_topic L_news_topic O O O	can the latest news be pulled up on the latest weather forecast for the week	False
O O O O O U_place_name	how is the news in ireland	False
O O O O O B_person L_person	what is the latest on donald trump	False
O O O O B_news_topic I_news_topic L_news_topic	update me on the standing rock protest	False
O O	new policies	True
O O O O U_person	get me news on trump	False
O O O O O O O O B_media_type L_media_type	please advise what the current news is on fox news	False
O O O	latest news update	True
O O O O O B_news_topic I_news_topic I_news_topic L_news_topic	what 's happening with the hurricane in the gulf	False
O O B_news_topic I_news_topic L_news_topic O	The latest climate and weather news	False
U_media_type	cnn	False
O O O O O U_news_topic	what 's the news in politics	False
O O	celeb news	True
O O O O O U_news_topic O U_media_type	what 's the news in politics on cnn	False
O O O O O U_media_type	what 's the news from source	False
O O O O O	pull up the headlines please	True
U_news_topic O	entertainment news	False
O O O O O O U_date B_time I_time I_time L_time	olly schedule a news update for tomorrow morning at seven am	False
O O O O O O	i want to see the news	True
O O O O O O B_media_type L_media_type	tell me the latest news from bbc sports	False
O O O O O	how about the latest news	True
O O O O O O U_news_topic	what are the results of the election	False
U_media_type U_place_name O	cnn world news	False
O O O O O O O O O O O U_place_name	get me the latest on current events going on in the world	False
O O O O O O U_place_name O O	what 's going around in the world these days	False
O O O B_media_type L_media_type	give me the morning news	False
O O	economic affairs	True
O B_media_type I_media_type L_media_type O	provide wall street journal news	False
O O O O B_media_type L_media_type	what 's happening in news express	False
O O O O O B_person L_person	give me the news on donald trump	False
O O O O U_news_topic U_date	what s happening in football today	False
O O O O O	what is currently breaking news	True
O O O O O O U_media_type O U_media_type O	are there any status updates on cnn news facebook page	False
O U_place_name O	newest world news	False
O O O O O O O O	any local news stories for my home city	True
O O O O O B_place_name L_place_name	what 's going on in new york	False
O O U_place_name O O	please provide world hot news	False
O O O O U_news_topic O O O O	tell me if an earthquake happens in the world	False
O O O O O O U_place_name O	can you get me news from ny times	False
O O U_media_type	current news cnn	False
O O O O O O O U_media_type	show me the latest news from the un	False
O O O O O O O B_media_type I_media_type L_media_type	read me the front page of the new york times	False
O O O O U_place_name O	please tell me some international news	False
O U_person O U_place_name O O	will trump visit russia anytime soon	False
O O O O U_date O B_place_name I_place_name L_place_name	what is the news today in polk county florida	False
O O O O B_date L_date	did the yankees win last night	False
O O U_news_topic O	give me election updates	False
O O O B_news_topic I_news_topic I_news_topic L_news_topic	notification regarding the new iphone release update	False
O O O U_media_type	get news from bbc	False
U_news_topic	iphone	False
O O O O O O U_place_name O O	what 's going on in the world these days	False
O O O O	give me the news	True
O O O O B_media_type L_media_type	i want to read yahoo news	False
O O B_media_type L_media_type	headlines from dhaka tribune	False
O O O O O B_date L_date B_media_type I_media_type L_media_type	what is the headline from today 's morning local news	False
O O O O O O B_place_name L_place_name	get me the latest news in new york	False
O O O O O O O U_media_type O	what are the news stories on the cnn website	False
O O	latest news	True
O O O O B_date L_date O	olly please read me today 's news	False
O O O O O U_date	what is trending in tech today	False
O O O O O	give me the headline news	True
O O O O	get me fresh news	True
O O O O O O O O U_news_topic	please share up to the minute details on sprint	False
O O O O B_place_name L_place_name	any recent news about north korea	False
O O O O O O U_news_topic	tell the latest news about the trump	False
O O O	tell me updates	True
O B_news_topic I_news_topic I_news_topic I_news_topic L_news_topic	is india win today cricket match	False
O	automobiles	True
O U_news_topic O O O O U_news_topic	is snap doing good after the ipo	False
O O O U_news_topic	can you search trump	False
O O O O	i need more light	True
O O O O O	make the light more visible	True
O O O O	olly brighten the lights	True
O O O O O O O O O O	can you adjust the lighting for me to be brighter	True
O O O O O O O O U_house_place	increase the intensity of the lighting in the room	False
O O O O O	i need some more lights	True
O O O O O O O	can you brighten up the lights please	True
O O O B_house_place L_house_place	light colour for study room	False
O O O O O	make it brighter in here	True
O O O	make lights brightener	True
O O O O O O O U_house_place	can you increase the brightness in the room	False
O O O O	make the lights brighter	True
O O O O O O	increase the brightness of the lights	True
O O O O U_house_place O	can you make the room brighter	False
O O O	increase light brightness	True
O O O O O O O	can you please turn up the lights	True
O O O O O O O	turn the chandelier all the way up	True
O O O O O O	make it brighter in here please	True
O O O O O U_house_place	increase the brightness of lights bedroom	False
O O O O O O O O O O O O O	increase the brightness of the light it is hard to see down here	True
O O B_change_amount I_change_amount L_change_amount	raise lights to full power	False
O O O	more light please	True
O O O	make it brighter	True
O O O O U_device_type O	bring up all the runner lights	False
U_change_amount O O O	slightly raise the light	False
O O	lights up	True
O O O O B_change_amount L_change_amount	please raise the lights to max	False
O O O O	please increase the light	True
O O O O O O	brighten the lights a little bit	True
O O	increase lighting	True
O O O O B_house_place L_house_place	brighten of lights in living room	False
O O O U_house_place O	please make the room brighter	False
O O O O O	retrieve the light for me	True
O O U_house_place O	make this room brighter	False
B_device_type L_device_type O U_house_place O O O	every light of room increase its intensity	False
O O O O O U_house_place	brighten the lights in this room	False
O O O O O O O	please turn up the light a little	True
O O O O O O O O	hey olly turn up the lights a little	True
O O O O	pull up lights control	True
O B_house_place L_house_place O O O	raise living room lights half way	False
O O O O O O O	turn up the brightness of the lights	True
O O O O O O O O O O O O	it is too dark in here increase the brightness of the lights	True
O O O O	a little brighter thanks	True
O O O O O O O O O	i need the lights raised can you do that	True
O O O B_change_amount L_change_amount	increase the light a little	False
O O O O	brighten up the lighting	True
O O B_device_type I_device_type I_device_type I_device_type L_device_type	brighten the lamp next to the sofa	False
O O O O O	turn up the lights please	True
O O O O O	please turn the lights up	True
O O O	increase the light	True
O O	add light	True
O O O O O O O O	i ca n't see turn up the lights	True
O O	lights brighter	True
O O B_device_type I_device_type L_device_type	please put all the lights	False
O O O O	turn up the brightness	True
O O B_device_type I_device_type L_device_type	raise the lamp 's light	False
O O O O O U_house_place	brighten the lights in the hallway	False
O O O	increase lights please	True
O O O O O O O O O U_house_place	switch up the color of the lights in the house	False
O O O O B_house_place L_house_place	brighten the lights in living room	False
O O O O O O B_house_place L_house_place	turn up the lights in the living room	False
O O O O O O O	it 's a bit dark increase lighting	True
O O O O	please brighten the lights	True
O O O O O O	raise the brightness of the lights	True
O O O O O O	up the brightness on these lights	True
O O O	turn up lights	True
O O	raise lights	True
O O O O O O O	can you brighten the lights for me	True
O O O O	give me more light	True
O O O O O O O O U_house_place	please set the brightness of lightness appropriately in kitchen	False
O O	more bright	True
O O O O U_house_place	brighten the light of hall	False
O O O O O	please turn the lights brighter	True
O O O O O O O O O O	please raise the light i am not comfortable at this	True
O O O	increase light intensity	True
O O O B_house_place L_house_place	brighten lights in living room	False
O O O O O O	can you turn the lights up	True
O	brighter	True
O O O O	brighten up the room	True
O O O O O O	can we turn up the lights	True
O O O U_house_place	please brighten the room	False
O O	brighten lights	True
O O O O O O O O	please turn up the lights in this room	True
O O O O	i want more light	True
O O O O O	make the light more brighter	True
O O O O O O O	please turn the lights up to eight	True
O O O O	brighten the lights please	True
O O O	more lights please	True
O O O	bring up lights	True
O O O O O O U_house_place	change up the light colors at home	False
O O O	connect to lights	True
O O	increase light	True
O O U_house_place O	make the room brighter	False
O O O	spread some lights	True
O O O O O O	can you bright the lights please	True
O O O O O O	can the lights be turned up	True
O O U_house_place O O	make the ceiling lights brighter	False
O O O	brighten more light	True
O O O O	turn out the lights	True
O O O O O O O O O	i ca n't see let 's make it brighter	True
O O O O O B_house_place L_house_place	brighten the lights on the front porch	False
O O O O O O O	turn up the lights in here please	True
O O O O O O O O	can you raise the lights for me please	True
O O B_change_amount I_change_amount L_change_amount	set lights to full power	False
O O O O	turn the lights up	True
O O O O	turn up the lights	True
O O U_house_place O	brighten my bedroom light	False
O O O O O O U_house_place O O	please make arrangements to make the hall so brighter	False
O O O O B_house_place L_house_place	increase the brightness in this room	False
O O O O	turn the lights higher	True
O O O O	turn up the light	True
O O O O	turn the lights brighter	True
O O O O O O U_house_place	please increase the brightness in this room	False
O O O O O O O O O O	its dark in here mind turning up the light intensity	True
O O O	raise the light	True
O O O B_house_place L_house_place	increase brightness in the room	False
O O O	do more light	True
O O O O O U_house_place O	i want to bright the room more	False
O O O O	set lights brightness higher	True
O O O O O B_device_type L_device_type	please increase the light of table lamp	False
O O O O U_device_type O B_change_amount I_change_amount L_change_amount	please turn up the screen brightness all the way	False
O O O O O O	increase the bright of the light	True
O O O O B_device_type I_device_type L_device_type O O U_house_place O O O O	please olly put on multi colored lightning in my apartment set for festival diwali	False
O O O O O O	i want to raise the light	True
O O	brighten light	True
O O	more light	True
O O O O O	what is the linear equation	True
O O O O O O O	tell me sum of five and six	True
O O O O O O O O O O O O O O O O O O O	how much money will i make for the week if i make dollars per hour and work twenty hours	True
O O O O O O O	solution for eighty one divided by nine	True
O O O O O O	what is ten divided by five	True
O O O O O O O O O O O O O O O O O O	show me the answer for this problem two hundred and forty six plus six hundred and fifty four	True
O O O O O O O	what is the square root of ten	True
O O O O O O O O	what is the square root of ninety seven	True
O O O O O O O O	what is the square root of thirty four	True
O O O	seven times seven	True
O O O O O	what is five minus one	True
O O O O O O O O O O O O O O	tell me if five hundred and forty is subtracted seven time by twenty eight	True
O O O	solve the calculation	True
O O O O O O O O	what is the square root of thirty six	True
O O O O O O	what is the square of 4	True
O O O O O	four plus five equals nine	True
O O O O O O O	what s ten percent off forty dollars	True
O O O O O O O	what is twenty four times twenty four	True
O O O O O O	divide seventy six in two parts	True
O O O O O	what is three times seven	True
O O O O O O O	find me square root of forty nine	True
O O O O O O	what is fifty five minus two	True
O O O O O O O	how much is twelve divided by four	True
O O O O O O	how many miles in five kilometers	True
O O O O O O O O O	what is twelve plus one hundred and ninety six	True
O O O O O O O O O O	can you help me find the answer to this question	True
O O O O O O O O	what is the square root of forty two	True
O O O O O O O	what is the answer to that question	True
O O O O O O O O O O	how do i get the answer to two plus two	True
O O O O O O	what is twelve divided by four	True
O O O O O O O O	what is the answer to four plus four	True
O O O O O O O O O	can you take five and divide it by three	True
O O O O O O O O	is the answer of five plus two seven	True
O O O O O O O O O O O O O O	how much is one hundred and thirty six plus three hundred and eighty seven	True
O O O O O O O O O O O O O	what s was the value of x if x plus two equals five	True
O O O O O O O O	what is the answer to two plus two	True
O O O O O O	answer the equation eight times seven	True
O O O O O O O O	subtract sixty from two hundred and forty four	True
O O O O O	what 's two plus two	True
O O O O O O O	add five plus eighteen minus four please	True
O O O O O	what is ten times ten	True
O O O O O O O O O O O	tell me what the product of eighteen and thirty one is	True
O O O O O	what is twelve times eight	True
O O O O	what does one plus	True
O O O O O O	what is the root of 16	True
O O O O O O	solve this equation one plus one	True
O O O O O O O O	what is the answer to two times three	True
O O O O O O O O O	what 's three plus three hundred and fifty five	True
O O O O O	calculate two multiplied by two	True
O O O O O O	how do you solve three two	True
O O O O O O O O	tell what is the value of sin thirty	True
O O O O O O O O O O O	what 's the sum of the two numbers four and six	True
O O O O	ten percentages of hundred	True
O O O O O	convert ten miles to kilometers	True
O O O O O O O	what is the square root of nine	True
O O O O O O O	how many pounds do sixty kg make	True
O O O O O	what is six minus four	True
O O O O O	are you solve my math	True
O O O O O O O	find the sum of thirteen and fourteen	True
O O O O O O	four divided by two equals two	True
O O O O O O O	i need to figure out this percentage	True
O O O O O	answer for three times four	True
O O O O O O	what is zero divided by zero	True
O O O O O O O O O O O O O O O O	if i have fifty dollars and spend twenty four how many dollars will i have left	True
O O O O O O O O	tell me the answer for two plus two	True
O O O O O O O O O	what is twenty percent of one hundred and fifty	True
O O O O O O O O O	what is the result of one hundred minus fifty	True
O O O O O O O O	what is the answer to dollars minus dollars	True
O O O O O O O O O O O O O O	what is the sum of fifteen ninety nine dollars and six sixty five dollars	True
O O O O O O	could you calculate five plus five	True
O O O O O O O O O	how much is remaining after subtracting four from eight	True
O O O O O	what is nine time ten	True
O O O O O O	what does two plus two equal	True
O O O O	resolve this thirty twelve	True
O O O O O O O O	what is the total of 500 and 23	True
O O O O O O O O	how many three are available in twenty seven	True
O O O O O	what 's thirteen plus fourteen	True
O O O O O	what is four plus five	True
O O O O O	what is two times two	True
O O O O O	what is two plus two	True
O O O O O O	what is the factorial of x	True
O O O O O O O O O O O O O O	what is the remainder when five hundred and twenty one is divided by three	True
O O O O O	multiply one thousand by twelve	True
O O O O O O	what is six times sixty eight	True
O O O O	how to calculate trigonametry	True
O O O O O O	how many cm make one foot	True
O O O O O O	what is fourteen divided by two	True
O O O O O O O O O O O O O O O O O O O O O O O O O	if a pencil cost four dollars and a book ten dollars cost how much i should pay if i buy two pencil and three book	True
O O O O O O O O	what is the answer to two by two	True
O O O O O O O	what s two hundred divided by five	True
O O O O O O O O	what is three hundred and four plus one	True
O O O O	one plus two equal	True
O O O O O	what 's one plus one	True
O O O O O O O	what is twenty three times fifty two	True
O O O O O O O	what is two hundred divided by ten	True
O O O O O O O O O O O O O	what is one hundred and twenty three times one hundred and twenty three	True
